close,epoch,high,low,open,volume
1.13852,1783965600,1.13874,1.13848,1.13863,1.0
1.13884,1783965900,1.13888,1.1385,1.13852,1.0
1.13868,1783966200,1.13884,1.13861,1.13884,1.0
1.13864,1783966500,1.13874,1.13851,1.13867,1.0
1.13868,1783966800,1.1387,1.13857,1.13864,1.0
1.13868,1783967100,1.13879,1.13863,1.13867,1.0
1.13867,1783967400,1.13878,1.13862,1.13868,1.0
1.13877,1783967700,1.13889,1.13867,1.13867,1.0
1.13879,1783968000,1.13889,1.13871,1.13877,1.0
1.13866,1783968300,1.13882,1.13866,1.13879,1.0
1.13873,1783968600,1.13879,1.13866,1.13866,1.0
1.13874,1783968900,1.13879,1.13859,1.13873,1.0
1.13875,1783969200,1.13879,1.13861,1.13874,1.0
1.13852,1783969500,1.13877,1.13852,1.13874,1.0
1.13822,1783969800,1.13851,1.13822,1.13851,1.0
1.13833,1783970100,1.13839,1.1382,1.13822,1.0
1.13841,1783970400,1.13844,1.1383,1.13833,1.0
1.13831,1783970700,1.13846,1.13827,1.1384,1.0
1.13844,1783971000,1.13847,1.13831,1.13831,1.0
1.13834,1783971300,1.13844,1.13825,1.13844,1.0
1.13835,1783971600,1.13842,1.13832,1.13834,1.0
1.13832,1783971900,1.13835,1.13827,1.13835,1.0
1.13829,1783972200,1.13833,1.13826,1.13832,1.0
1.13837,1783972500,1.13839,1.13824,1.13829,1.0
1.13842,1783972800,1.13845,1.1383,1.13836,1.0
1.1383,1783973100,1.13844,1.1383,1.13842,1.0
1.138,1783973400,1.13831,1.13795,1.1383,1.0
1.13793,1783973700,1.138,1.13786,1.13798,1.0
1.13776,1783974000,1.13795,1.13776,1.13793,1.0
1.13797,1783974300,1.13799,1.13776,1.13776,1.0
1.13797,1783974600,1.13801,1.1379,1.13797,1.0
1.13792,1783974900,1.13799,1.13783,1.13797,1.0
1.13797,1783975200,1.13802,1.13789,1.13793,1.0
1.13797,1783975500,1.13799,1.13794,1.13797,1.0
1.13794,1783975800,1.13801,1.13793,1.13797,1.0
1.13822,1783976100,1.13826,1.13793,1.13794,1.0
1.13846,1783976400,1.13861,1.13822,1.13822,1.0
1.1385,1783976700,1.13855,1.13847,1.13855,1.0
1.13838,1783977000,1.1385,1.13835,1.1385,1.0
1.13837,1783977300,1.1384,1.13832,1.13838,1.0
1.13852,1783977600,1.13853,1.13834,1.13838,1.0
1.13856,1783977900,1.13857,1.13844,1.13851,1.0
1.13852,1783978200,1.13873,1.13844,1.13856,1.0
